ccode,country,year,etype2,etype3,timing,timing_tri,sche_date,held_date,termlength,binary_system_cp,reason,need2fix,should be zero given timing =3,"shoud be zero; just ""reason"" is empty"
41,Haiti,1987,president,President,2,-1,1990-02-12,1987-11-29,5,presidentialism,1,0,,
41,Haiti,1988,president,President,2,-1,1991-11-29,1988-01-17,5,presidentialism,7,0,,
41,Haiti,1990,president,President,2,-1,1993-01-17,1990-12-16,5,presidentialism,NA,1,,0
41,Haiti,1995,president,President,1,0,1995-12-17,1995-12-17,5,presidentialism,0,0,,
41,Haiti,2000,president,President,1,0,2000-11-26,2000-11-26,5,presidentialism,0,0,,
41,Haiti,2006,president,President,2,1,2005-11-26,2006-02-07,5,presidentialism,5,0,,
41,Haiti,2010,president,President,2,1,2010-02-28,2010-11-28,5,presidentialism,5,0,,
41,Haiti,2011,president,President,NA,NA,2010-01-16,NA,5,presidentialism,NA,1,,0
41,Haiti,2015,president,President,3,NA,NA,2015-10-25,5,presidentialism,NA,1,0,0
41,Haiti,2016,president,President,2,-1,2020-10-25,2016-11-20,5,presidentialism,NA,1,,0
42,Dominican Republic,1947,parliament,LH,1,0,1947-05-16,1947-05-16,5,presidentialism,0,0,,
42,Dominican Republic,1952,parliament,LH,1,0,1952-05-16,1952-05-16,5,presidentialism,0,0,,
42,Dominican Republic,1957,parliament,LH,1,0,1957-05-16,1957-05-16,5,presidentialism,0,0,,
42,Dominican Republic,1962,parliament,LH,2,1,1962-05-16,1962-12-20,4,presidentialism,NA,1,,0
42,Dominican Republic,1966,parliament,LH,2,-1,1966-12-20,1966-06-01,4,presidentialism,1,0,,
42,Dominican Republic,1970,parliament,LH,1,0,1970-05-16,1970-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1974,parliament,LH,1,0,1974-05-16,1974-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1978,parliament,LH,1,0,1978-05-16,1978-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1982,parliament,LH,1,0,1982-05-16,1982-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1986,parliament,LH,1,0,1986-05-16,1986-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1990,parliament,LH,1,0,1990-05-16,1990-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1994,parliament,LH,1,0,1994-05-16,1994-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1998,parliament,LH,1,0,1998-05-16,1998-05-16,4,presidentialism,0,0,,
42,Dominican Republic,2002,parliament,LH,1,0,2002-05-16,2002-05-16,4,presidentialism,0,0,,
42,Dominican Republic,2006,parliament,LH,1,0,2006-05-16,2006-05-16,4,presidentialism,0,0,,
42,Dominican Republic,2010,parliament,LH,1,0,2010-05-16,2010-05-16,4,presidentialism,0,0,,
42,Dominican Republic,2016,parliament,LH,1,0,2016-05-15,2016-05-15,4,presidentialism,0,0,,
42,Dominican Republic,2020,parliament,LH,2,1,2020-05-17,2020-07-05,4,presidentialism,5,0,,
42,Dominican Republic,1947,president,President,1,0,1947-05-16,1947-05-16,5,presidentialism,0,0,,
42,Dominican Republic,1952,president,President,1,0,1952-05-16,1952-05-16,5,presidentialism,0,0,,
42,Dominican Republic,1957,president,President,1,0,1957-05-16,1957-05-16,5,presidentialism,0,0,,
42,Dominican Republic,1962,president,President,2,1,1962-05-16,1962-12-20,4,presidentialism,NA,1,,0
42,Dominican Republic,1966,president,President,2,-1,1966-12-20,1966-06-01,4,presidentialism,1,0,,
42,Dominican Republic,1970,president,President,1,0,1970-05-16,1970-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1974,president,President,1,0,1974-05-16,1974-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1978,president,President,1,0,1978-05-16,1978-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1982,president,President,1,0,1982-05-16,1982-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1986,president,President,1,0,1986-05-16,1986-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1990,president,President,1,0,1990-05-16,1990-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1994,president,President,1,0,1994-05-16,1994-05-16,4,presidentialism,0,0,,
42,Dominican Republic,1996,president,President,2,-1,1998-05-16,1996-05-16,4,presidentialism,5,0,,
42,Dominican Republic,2000,president,President,1,0,2000-05-16,2000-05-16,4,presidentialism,0,0,,
42,Dominican Republic,2004,president,President,1,0,2004-05-16,2004-05-16,4,presidentialism,0,0,,
42,Dominican Republic,2008,president,President,1,0,2008-05-16,2008-05-16,4,presidentialism,0,0,,
42,Dominican Republic,2012,president,President,1,0,2012-05-20,2012-05-20,4,presidentialism,0,0,,
42,Dominican Republic,2016,president,President,1,0,2016-05-15,2016-05-15,4,presidentialism,0,0,,
42,Dominican Republic,2020,president,President,2,1,2020-05-17,2020-07-05,4,presidentialism,5,0,,
70,Mexico,1946,parliament,LH,1,0,1946-07-07,1946-07-07,3,presidentialism,0,0,,
70,Mexico,1949,parliament,LH,1,0,1949-07-03,1949-07-03,3,presidentialism,0,0,,
70,Mexico,1952,parliament,LH,1,0,1952-07-06,1952-07-06,3,presidentialism,0,0,,
70,Mexico,1955,parliament,LH,1,0,1955-07-04,1955-07-04,3,presidentialism,0,0,,
70,Mexico,1958,parliament,LH,1,0,1958-07-06,1958-07-06,3,presidentialism,0,0,,
70,Mexico,1961,parliament,LH,1,0,1961-07-02,1961-07-02,3,presidentialism,0,0,,
70,Mexico,1964,parliament,LH,1,0,1964-07-05,1964-07-05,3,presidentialism,0,0,,
70,Mexico,1967,parliament,LH,1,0,1967-07-02,1967-07-02,3,presidentialism,0,0,,
70,Mexico,1970,parliament,LH,1,0,1970-07-05,1970-07-05,3,presidentialism,0,0,,
70,Mexico,1973,parliament,LH,1,0,1973-07-01,1973-07-01,3,presidentialism,0,0,,
70,Mexico,1976,parliament,LH,1,0,1976-07-04,1976-07-04,3,presidentialism,0,0,,
70,Mexico,1979,parliament,LH,1,0,1979-07-01,1979-07-01,3,presidentialism,0,0,,
70,Mexico,1982,parliament,LH,1,0,1982-07-04,1982-07-04,3,presidentialism,0,0,,
70,Mexico,1985,parliament,LH,1,0,1985-07-07,1985-07-07,3,presidentialism,0,0,,
70,Mexico,1988,parliament,LH,1,0,1988-07-06,1988-07-06,3,presidentialism,0,0,,
70,Mexico,1991,parliament,LH,1,0,1991-08-18,1991-08-18,3,presidentialism,0,0,,
70,Mexico,1994,parliament,LH,1,0,1994-08-21,1994-08-21,3,presidentialism,0,0,,
70,Mexico,1997,parliament,LH,1,0,1997-07-06,1997-07-06,3,presidentialism,0,0,,
70,Mexico,2000,parliament,LH,1,0,2000-07-02,2000-07-02,3,presidentialism,0,0,,
70,Mexico,2003,parliament,LH,1,0,2003-07-06,2003-07-06,3,presidentialism,0,0,,
70,Mexico,2006,parliament,LH,1,0,2006-07-02,2006-07-02,3,presidentialism,0,0,,
70,Mexico,2009,parliament,LH,1,0,2009-07-05,2009-07-05,3,presidentialism,0,0,,
70,Mexico,2012,parliament,LH,1,0,2012-07-01,2012-07-01,3,presidentialism,0,0,,
70,Mexico,2015,parliament,LH,1,0,2015-06-07,2015-06-07,3,presidentialism,0,0,,
70,Mexico,2018,parliament,LH,1,0,2018-07-01,2018-07-01,3,presidentialism,0,0,,
70,Mexico,2021,parliament,LH,2,-1,2021-07-1,2021-06-06,3,presidentialism,NA,1,,0
70,Mexico,1946,president,President,1,0,1946-07-07,1946-07-07,6,presidentialism,0,0,,
70,Mexico,1952,president,President,1,0,1952-07-06,1952-07-06,6,presidentialism,0,0,,
70,Mexico,1958,president,President,1,0,1958-07-06,1958-07-06,6,presidentialism,0,0,,
70,Mexico,1964,president,President,1,0,1964-07-05,1964-07-05,6,presidentialism,0,0,,
70,Mexico,1970,president,President,1,0,1970-07-05,1970-07-05,6,presidentialism,0,0,,
70,Mexico,1976,president,President,1,0,1976-07-04,1976-07-04,6,presidentialism,0,0,,
70,Mexico,1982,president,President,1,0,1982-07-04,1982-07-04,6,presidentialism,0,0,,
70,Mexico,1988,president,President,1,0,1988-07-06,1988-07-06,6,presidentialism,0,0,,
70,Mexico,1994,president,President,1,0,1994-08-21,1994-08-21,6,presidentialism,0,0,,
70,Mexico,2000,president,President,1,0,2000-07-02,2000-07-02,6,presidentialism,0,0,,
70,Mexico,2006,president,President,1,0,2006-07-02,2006-07-02,6,presidentialism,0,0,,
70,Mexico,2012,president,President,1,0,2012-07-01,2012-07-01,6,presidentialism,0,0,,
70,Mexico,2018,president,President,1,0,2018-07-01,2018-07-01,6,presidentialism,0,0,,
90,Guatemala,1947,parliament,LH,2,-1,1948-12-17,1947-01-24,4,presidentialism,5,0,,
90,Guatemala,1948,parliament,LH,2,-1,1951-01-24,1948-11-26,4,presidentialism,5,0,,
90,Guatemala,1950,parliament,LH,2,-1,1952-11-26,1950-12-16,4,presidentialism,5,0,,
90,Guatemala,1953,parliament,LH,2,-1,1954-12-16,1953-01-16,4,presidentialism,NA,1,,0
90,Guatemala,1955,parliament,LH,2,-1,1957-01-16,1955-12-18,6,presidentialism,NA,1,,0
90,Guatemala,1957,parliament,LH,2,-1,1961-10-20,1957-10-20,6,presidentialism,NA,1,,0
90,Guatemala,1958,parliament,LH,2,-1,1963-10-20,1958-01-19,6,presidentialism,7,0,,
90,Guatemala,1959,parliament,LH,2,-1,1964-12-16,1959-12-16,6,presidentialism,NA,1,,0
90,Guatemala,1961,parliament,LH,2,-1,1965-12-16,1961-12-03,6,presidentialism,NA,1,,0
90,Guatemala,1966,parliament,LH,2,-1,1967-12-03,1966-03-06,4,presidentialism,NA,1,,0
90,Guatemala,1970,parliament,LH,1,0,1970-03-01,1970-03-01,4,presidentialism,0,0,,
90,Guatemala,1974,parliament,LH,1,0,1974-03-03,1974-03-03,4,presidentialism,0,0,,
90,Guatemala,1978,parliament,LH,1,0,1978-03-05,1978-03-05,4,presidentialism,0,0,,
90,Guatemala,1982,parliament,LH,1,0,1982-03-07,1982-03-07,4,presidentialism,0,0,,
90,Guatemala,1985,parliament,LH,1,0,1985-11-03,1985-11-03,4,presidentialism,0,0,,
90,Guatemala,1990,parliament,LH,1,0,1990-11-11,1990-11-11,4,presidentialism,0,0,,
90,Guatemala,1994,parliament,LH,2,-1,1995-11-11,1994-08-14,4,parliamentarism,5,0,,
90,Guatemala,1995,parliament,LH,1,0,1995-11-12,1995-11-12,4,parliamentarism,0,0,,
90,Guatemala,1999,parliament,LH,1,0,1999-11-07,1999-11-07,4,presidentialism,0,0,,
90,Guatemala,2003,parliament,LH,1,0,2003-11-09,2003-11-09,4,presidentialism,0,0,,
90,Guatemala,2007,parliament,LH,1,0,2007-09-09,2007-09-09,4,presidentialism,0,0,,
90,Guatemala,2011,parliament,LH,1,0,2011-09-11,2011-09-11,4,presidentialism,0,0,,
90,Guatemala,2015,parliament,LH,1,0,2015-09-06,2015-09-06,4,presidentialism,0,0,,
90,Guatemala,2019,parliament,LH,1,0,2019-06-16,2019-06-16,4,presidentialism,0,0,,
90,Guatemala,1950,president,President,1,0,1950-11-10,1950-11-10,6,presidentialism,0,0,,
90,Guatemala,1957,president,President,2,1,1956-11-10,1957-10-20,6,presidentialism,NA,1,,0
90,Guatemala,1958,president,President,2,-1,1961-10-20,1958-01-19,6,presidentialism,NA,1,,0
90,Guatemala,1966,president,President,2,1,1964-01-19,1966-03-06,4,presidentialism,NA,1,,0
90,Guatemala,1970,president,President,1,0,1970-03-01,1970-03-01,4,presidentialism,0,0,,
90,Guatemala,1974,president,President,1,0,1974-03-03,1974-03-03,4,presidentialism,0,0,,
90,Guatemala,1978,president,President,1,0,1978-03-05,1978-03-05,4,presidentialism,0,0,,
90,Guatemala,1982,president,President,1,0,1982-03-07,1982-03-07,4,presidentialism,0,0,,
90,Guatemala,1985,president,President,1,0,1985-11-03,1985-11-03,4,presidentialism,0,0,,
90,Guatemala,1990,president,President,1,0,1990-11-11,1990-11-11,4,presidentialism,0,0,,
90,Guatemala,1995,president,President,1,0,1995-11-12,1995-11-12,4,parliamentarism,0,0,,
90,Guatemala,1999,president,President,1,0,1999-11-07,1999-11-07,4,presidentialism,0,0,,
90,Guatemala,2003,president,President,1,0,2003-11-09,2003-11-09,4,presidentialism,0,0,,
90,Guatemala,2007,president,President,1,0,2007-09-09,2007-09-09,4,presidentialism,0,0,,
90,Guatemala,2011,president,President,1,0,2011-09-11,2011-09-11,4,presidentialism,0,0,,
90,Guatemala,2015,president,President,1,0,2015-09-06,2015-09-06,4,presidentialism,0,0,,
90,Guatemala,2019,president,President,1,0,2019-06-16,2019-06-16,4,presidentialism,0,0,,
91,Honduras,1948,parliament,LH,3,NA,NA,1948-10-10,6,presidentialism,NA,1,0,0
91,Honduras,1954,parliament,LH,1,0,1954-10-10,1954-10-10,6,presidentialism,0,0,,
91,Honduras,1971,parliament,LH,2,1,1964-10-10,1971-03-28,6,presidentialism,NA,1,,0
91,Honduras,1981,parliament,LH,1,0,1981-11-29,1981-11-29,6,presidentialism,0,0,,
91,Honduras,1985,parliament,LH,1,0,1985-11-24,1985-11-24,4,parliamentarism,0,0,,
91,Honduras,1989,parliament,LH,1,0,1989-11-26,1989-11-26,4,parliamentarism,0,0,,
91,Honduras,1993,parliament,LH,1,0,1993-11-28,1993-11-28,4,presidentialism,0,0,,
91,Honduras,1997,parliament,LH,1,0,1997-11-30,1997-11-30,4,presidentialism,0,0,,
91,Honduras,2001,parliament,LH,1,0,2001-11-25,2001-11-25,4,presidentialism,0,0,,
91,Honduras,2005,parliament,LH,1,0,2005-11-27,2005-11-27,4,presidentialism,0,0,,
91,Honduras,2009,parliament,LH,1,0,2009-11-29,2009-11-29,4,presidentialism,0,0,,
91,Honduras,2013,parliament,LH,1,0,2013-11-24,2013-11-24,4,presidentialism,0,0,,
91,Honduras,2017,parliament,LH,1,0,2017-11-26,2017-11-26,4,presidentialism,0,0,,
91,Honduras,2021,parliament,LH,1,0,2021-11-26,2021-11-28,4,presidentialism,0,0,,
91,Honduras,1948,president,President,3,NA,NA,1948-10-10,6,presidentialism,NA,1,0,0
91,Honduras,1954,president,President,1,0,1954-10-10,1954-10-10,4,presidentialism,0,0,,
91,Honduras,1971,president,President,2,1,1958-10-10,1971-03-28,4,presidentialism,NA,1,,0
91,Honduras,1981,president,President,1,0,1981-11-29,1981-11-29,4,presidentialism,0,0,,
91,Honduras,1985,president,President,1,0,1985-11-24,1985-11-24,4,parliamentarism,0,0,,
91,Honduras,1989,president,President,1,0,1989-11-26,1989-11-26,4,parliamentarism,0,0,,
91,Honduras,1993,president,President,1,0,1993-11-28,1993-11-28,4,presidentialism,0,0,,
91,Honduras,1997,president,President,1,0,1997-11-30,1997-11-30,4,presidentialism,0,0,,
91,Honduras,2001,president,President,1,0,2001-11-25,2001-11-25,4,presidentialism,0,0,,
91,Honduras,2005,president,President,1,0,2005-11-27,2005-11-27,4,presidentialism,0,0,,
91,Honduras,2009,president,President,1,0,2009-11-29,2009-11-29,4,presidentialism,0,0,,
91,Honduras,2013,president,President,1,0,2013-11-24,2013-11-24,4,presidentialism,0,0,,
91,Honduras,2017,president,President,1,0,2017-11-26,2017-11-26,4,presidentialism,0,0,,
91,Honduras,2021,president,President,1,0,2021-11-26,2021-11-28,4,presidentialism,0,0,,
92,El Salvador,1952,parliament,LH,1,0,1952-05-11,1952-05-11,2,presidentialism,0,0,,
92,El Salvador,1954,parliament,LH,1,0,1954-05-02,1954-05-02,2,presidentialism,0,0,,
92,El Salvador,1956,parliament,LH,1,0,1956-05-13,1956-05-13,2,presidentialism,0,0,,
92,El Salvador,1958,parliament,LH,1,0,1958-03-23,1958-03-23,2,presidentialism,0,0,,
92,El Salvador,1960,parliament,LH,3,NA,NA,1960-04-24,2,presidentialism,NA,1,0,0
92,El Salvador,1964,parliament,LH,1,0,1964-03-08,1964-03-08,2,presidentialism,0,0,,
92,El Salvador,1966,parliament,LH,1,0,1966-03-13,1966-03-13,2,presidentialism,0,0,,
92,El Salvador,1968,parliament,LH,1,0,1968-03-12,1968-03-12,2,presidentialism,0,0,,
92,El Salvador,1970,parliament,LH,1,0,1970-03-08,1970-03-08,2,presidentialism,0,0,,
92,El Salvador,1972,parliament,LH,1,0,1972-03-12,1972-03-12,2,presidentialism,0,0,,
